,isFraud,type_num,amount_boxcox,oldbalanceOrg_boxcox,newbalanceOrg_boxcox,oldbalanceDest_boxcox,newbalanceDest_boxcox
0,1,1,-4.09678826254,0.0395643211081,-0.331128294703,-1.87335261469,-3.86313445191
1,1,0,-4.09678826254,0.0395643211081,-0.331128294703,-0.917296018469,-3.86313445191
123,1,1,-2.77877960361,0.552694848249,-0.331128294703,-1.87335261469,-3.86313445191
124,1,0,-2.77877960361,0.552694848249,-0.331128294703,-0.8693111293,-3.86313445191
192,1,1,-1.57442756999,0.904745591634,-0.331128294703,-1.87335261469,-3.86313445191
193,1,0,-1.57442756999,0.904745591634,-0.331128294703,-1.15608929165,-2.15488741707
222,1,0,0.819484252513,-1.01972004274,-0.331128294703,-1.64218469587,1.90509099203
324,1,1,1.91122698279,1.60141416973,-0.331128294703,-1.87335261469,-3.86313445191
325,1,0,1.91122698279,1.60141416973,-0.331128294703,-1.87335261469,0.719672686502
346,1,1,-1.1891290554,1.00138711737,-0.331128294703,-1.87335261469,-3.86313445191
347,1,0,-1.1891290554,1.00138711737,-0.331128294703,-0.828832779123,-2.31402091112
533,1,1,-1.42457713936,0.943115300955,-0.331128294703,-1.87335261469,-3.86313445191
534,1,0,-1.42457713936,0.943115300955,-0.331128294703,-1.08936687434,-1.76498490657
551,1,0,-0.170519405216,0.638339723781,-0.331128294703,-1.87335261469,-1.14658600676
603,1,1,0.310674957533,1.3245680693,-0.331128294703,-1.87335261469,-3.86313445191
604,1,0,0.310674957533,1.3245680693,-0.331128294703,-1.87335261469,-0.84438247627
700,1,1,1.75502870343,1.57679675582,-0.331128294703,-1.87335261469,-3.86313445191
701,1,0,1.75502870343,1.57679675582,-0.331128294703,-1.87335261469,0.118003005017
739,1,1,1.62508866124,1.55596130786,-0.331128294703,-1.87335261469,-3.86313445191
740,1,0,1.62508866124,1.55596130786,-0.331128294703,-0.4287419715,0.117828002359
756,1,1,-1.77208301826,0.852508788963,-0.331128294703,-1.87335261469,-3.86313445191
757,1,0,-1.77208301826,0.852508788963,-0.331128294703,-0.950756781639,-1.77763068006
845,1,1,-1.62651088372,0.891164482736,-0.331128294703,-1.87335261469,-3.86313445191
846,1,0,-1.62651088372,0.891164482736,-0.331128294703,-0.394504256123,-1.03233957481
880,1,1,-1.99687600553,0.790700939381,-0.331128294703,-1.87335261469,-3.86313445191
881,1,0,-1.99687600553,0.790700939381,-0.331128294703,-1.87335261469,-2.20362157233
934,1,1,-1.48748463886,0.92713309009,-0.331128294703,-1.87335261469,-3.86313445191
935,1,0,-1.48748463886,0.92713309009,-0.331128294703,-1.87335261469,-1.92367081255
953,1,1,4.26935838769,1.96497144041,3.02068285709,-1.87335261469,-3.86313445191
954,1,0,4.26935838769,1.92545702287,-0.331128294703,-1.87335261469,1.97201548007
955,1,1,2.80378794171,1.73383085485,-0.331128294703,-1.87335261469,-3.86313445191
956,1,0,2.80378794171,1.73383085485,-0.331128294703,1.06137359267,1.62757163397
1005,1,1,0.0334456969082,1.27025231117,-0.331128294703,-1.87335261469,-3.86313445191
1006,1,0,0.0334456969082,1.27025231117,-0.331128294703,-1.87335261469,-1.01964895763
1024,1,1,-1.82863910949,0.837205842872,-0.331128294703,-1.87335261469,-3.86313445191
1025,1,0,-1.82863910949,0.837205842872,-0.331128294703,-1.87335261469,-2.11248229126
1046,1,1,-0.517711894304,1.15542965003,-0.331128294703,-1.87335261469,-3.86313445191
1047,1,0,-0.517711894304,1.15542965003,-0.331128294703,-1.87335261469,-1.35867671983
1057,1,1,-0.252734810591,1.2118268562,-0.331128294703,-1.87335261469,-3.86313445191
1058,1,0,-0.252734810591,1.2118268562,-0.331128294703,-1.87335261469,-1.19726522656
1076,1,1,-0.785811629803,1.09593644097,-0.331128294703,-1.87335261469,-3.86313445191
1077,1,0,-0.785811629803,1.09593644097,-0.331128294703,1.95871903541,2.25011648346
1118,1,1,-2.02250302917,0.783483976816,-0.331128294703,-1.87335261469,-3.86313445191
1119,1,0,-2.02250302917,0.783483976816,-0.331128294703,-1.87335261469,-2.21738878736
1147,1,1,-1.22517856447,0.99261890512,-0.331128294703,-1.87335261469,-3.86313445191
1148,1,0,-1.22517856447,0.99261890512,-0.331128294703,-0.829891597665,-3.86313445191
1174,1,1,-1.40008145283,0.949290461137,-0.331128294703,-1.87335261469,-3.86313445191
1175,1,0,-1.40008145283,0.949290461137,-0.331128294703,-0.521170335601,-1.84432601329
1183,1,1,-1.37923467679,0.954524734955,-0.331128294703,-1.87335261469,-3.86313445191
1184,1,0,-1.37923467679,0.954524734955,-0.331128294703,-0.509667355679,-1.16238740462
1214,1,1,-1.28749682784,0.9773321738,-0.331128294703,-1.87335261469,-3.86313445191
1215,1,0,-1.28749682784,0.9773321738,-0.331128294703,-1.87335261469,-1.8105396736
1390,1,1,0.238712613468,1.31067550766,-0.331128294703,-1.87335261469,-3.86313445191
1391,1,0,0.238712613468,1.31067550766,-0.331128294703,-1.06942824756,-1.61656725865
1406,1,1,-1.67499575615,0.878404919706,-0.331128294703,-1.87335261469,-3.86313445191
1407,1,0,-1.67499575615,0.878404919706,-0.331128294703,-1.15674151636,-3.86313445191
1408,1,1,-1.67787502822,0.877643610627,-0.331128294703,-1.87335261469,-1.27875105255
1409,1,0,-1.67787502822,0.877643610627,-0.331128294703,-1.87335261469,-2.02969734222
1434,1,1,-1.99534164044,0.791131902368,-0.331128294703,-1.87335261469,-3.86313445191
1435,1,0,-1.99534164044,0.791131902368,-0.331128294703,-0.791869690466,-1.89912673169
1459,1,1,-2.01603540088,0.785308751244,-0.331128294703,-1.87335261469,-3.86313445191
1460,1,0,-2.01603540088,0.785308751244,-0.331128294703,-1.87335261469,-2.21391718269
1468,1,1,-0.524240343973,1.15401074719,-0.331128294703,-1.87335261469,-3.86313445191
1469,1,0,-0.524240343973,1.15401074719,-0.331128294703,-1.04999001764,-2.20126971488
1478,1,1,-1.82878632917,0.83716579532,-0.331128294703,-1.87335261469,0.419225578607
1479,1,0,-1.82878632917,0.83716579532,-0.331128294703,-1.25663461874,-1.10671430357
2084,1,1,0.406038407432,1.34276228189,-0.331128294703,-1.87335261469,-3.86313445191
2085,1,0,0.406038407432,1.34276228189,-0.331128294703,-0.935132929557,-0.483052140826
2298,1,1,-1.52258584941,0.918136845599,-0.331128294703,-1.87335261469,-3.86313445191
2299,1,0,-1.52258584941,0.918136845599,-0.331128294703,-0.859515163263,-3.86313445191
2339,1,1,3.52391422594,1.83158745564,-0.331128294703,-1.87335261469,-3.86313445191
2340,1,0,3.52391422594,1.83158745564,-0.331128294703,-1.87335261469,1.90402246096
2849,1,1,-4.13754593698,0.0206319182158,-0.331128294703,-1.87335261469,-3.86313445191
2850,1,0,-4.13754593698,0.0206319182158,-0.331128294703,-1.22785210586,-3.86313445191
2854,1,1,-1.52754659524,0.916860849762,-0.331128294703,-1.87335261469,-3.86313445191
2855,1,0,-1.52754659524,0.916860849762,-0.331128294703,-0.831468300425,-1.44731233306
2914,1,1,0.874188540264,1.42869446664,-0.331128294703,-1.87335261469,-3.86313445191
2915,1,0,0.874188540264,1.42869446664,-0.331128294703,-0.518608615277,-3.86313445191
3751,1,0,0.0898704792961,-1.01972004274,-0.331128294703,-1.04607081969,-0.976247734893
5024,1,1,-4.01103857466,0.0786677705441,-0.331128294703,-1.87335261469,-0.77345745248
5025,1,0,-4.01103857466,0.0786677705441,-0.331128294703,-0.882760642201,-1.01439781584
7509,1,1,-2.9634581568,0.490411823632,-0.331128294703,-1.87335261469,-3.86313445191
7510,1,0,-2.9634581568,0.490411823632,-0.331128294703,-1.29818265997,-2.47057458139
7779,1,1,1.73809097099,-1.01972004274,-0.331128294703,-1.87335261469,0.0332798773133
10845,1,1,-0.48592626808,1.16231733699,-0.331128294703,-1.87335261469,-3.86313445191
10846,1,0,-0.48592626808,1.16231733699,-0.331128294703,-0.917369017961,-3.86313445191
10965,1,1,-1.30648044883,0.972642525157,-0.331128294703,-1.87335261469,-3.86313445191
10966,1,0,-1.30648044883,0.972642525157,-0.331128294703,-1.0541151013,-3.86313445191
11094,1,1,-1.04036642139,1.03700529284,-0.331128294703,-1.87335261469,-3.86313445191
11095,1,0,-1.04036642139,1.03700529284,-0.331128294703,0.174287529588,0.157185571314
12024,1,1,1.09032536448,1.46658834591,-0.331128294703,-1.87335261469,-3.86313445191
12025,1,0,1.09032536448,1.46658834591,-0.331128294703,-1.87335261469,-0.305910076422
12366,1,1,-1.95225331452,0.803182229416,-0.331128294703,-1.87335261469,-3.86313445191
12367,1,0,-1.95225331452,0.803182229416,-0.331128294703,-1.87335261469,-0.702463899683
17077,1,1,0.663983647022,1.39078527378,-0.331128294703,-1.87335261469,0.172950620163
17078,1,0,0.663983647022,1.39078527378,-0.331128294703,0.311384107944,0.478476697135
18383,1,1,2.64463930369,1.71118687923,-0.331128294703,-1.87335261469,-0.785828638188
18384,1,0,2.64463930369,1.71118687923,-0.331128294703,-1.42625829707,0.498938982421
18399,1,1,0.691544648103,1.39581695567,-0.331128294703,-1.87335261469,-1.11522701544
18400,1,0,0.691544648103,1.39581695567,-0.331128294703,0.0593267687046,-0.962087850065
21050,1,1,1.80759480191,1.5851328852,-0.331128294703,-1.87335261469,-2.19301194423
21051,1,0,1.80759480191,1.5851328852,-0.331128294703,-0.362724664092,0.548416530683
21958,1,1,-1.5165699702,0.919682713208,-0.331128294703,-1.87335261469,-3.86313445191
21959,1,0,-1.5165699702,0.919682713208,-0.331128294703,0.698257084783,0.579789456545
23083,1,1,1.6567513952,1.62038872826,3.02066355539,-0.300933829803,-0.219615901151
26354,1,1,-3.29244081698,0.372633815896,-0.331128294703,-1.87335261469,-3.86313445191
26355,1,0,-3.29244081698,0.372633815896,-0.331128294703,-0.599029078895,-3.86313445191
27621,1,1,0.342674746845,1.33070045139,-0.331128294703,-1.87335261469,-3.86313445191
27622,1,0,0.342674746845,1.33070045139,-0.331128294703,-1.87335261469,-0.637249652485
27793,1,1,-0.796971483653,1.09340413109,-0.331128294703,-1.87335261469,-3.86313445191
27794,1,0,-0.796971483653,1.09340413109,-0.331128294703,-0.20518648036,-0.678617604297
30126,1,0,0.456601180418,-1.01972004274,-0.331128294703,-1.87335261469,-0.750875914981
35240,1,1,-0.450036170083,1.17005353905,-0.331128294703,-1.87335261469,-3.86313445191
35241,1,0,-0.450036170083,1.17005353905,-0.331128294703,1.1390217687,1.16828216969
38980,1,1,0.996398798974,1.45025237872,-0.331128294703,-1.87335261469,-3.86313445191
38981,1,0,0.996398798974,1.45025237872,-0.331128294703,-0.840318439251,-0.361778365922
40220,1,1,2.69693841096,1.71867191595,-0.331128294703,-1.87335261469,-3.86313445191
40221,1,0,2.69693841096,1.71867191595,-0.331128294703,-1.00268833245,0.866299021891
40496,1,1,-2.08096942686,0.766883344036,-0.331128294703,-1.87335261469,-1.30270330916
40497,1,0,-2.08096942686,0.766883344036,-0.331128294703,-1.87335261469,-2.24868252283
55127,1,1,-2.93636434976,0.499713162152,-0.331128294703,-1.87335261469,-3.86313445191
55128,1,0,-2.93636434976,0.499713162152,-0.331128294703,-0.479668535055,-1.22034595011
56104,1,1,2.34767688444,-1.01972004274,-0.331128294703,0.48571285774,0.943663237118
57343,1,1,0.563075473286,1.37220119195,-0.331128294703,-1.87335261469,-1.29684329646
57344,1,0,0.563075473286,1.37220119195,-0.331128294703,0.192255493263,0.0743295538448
57614,1,1,-1.8901767815,0.820368361003,-0.331128294703,-1.87335261469,-3.86313445191
57615,1,0,-1.8901767815,0.820368361003,-0.331128294703,-0.854215479621,-1.69521741684
59381,1,1,-1.5967460163,0.898941662498,-0.331128294703,-1.87335261469,-3.86313445191
59382,1,0,-1.5967460163,0.898941662498,-0.331128294703,-1.87335261469,-1.98471864067
61642,1,1,3.14772255749,1.78144962925,-0.331128294703,-1.87335261469,-3.86313445191
61643,1,0,3.14772255749,1.78144962925,-0.331128294703,0.693484799657,1.45979412222
61752,1,1,1.70341267318,1.5685596509,-0.331128294703,-1.87335261469,-3.86313445191
61753,1,0,1.70341267318,1.5685596509,-0.331128294703,-0.696384529872,0.11684013846
68589,1,1,2.41914211214,1.67840957919,-0.331128294703,-1.87335261469,-1.38600193532
68590,1,0,2.41914211214,1.67840957919,-0.331128294703,-0.301467908451,0.912321443415
69558,1,0,-0.0723946527944,-1.01972004274,-0.331128294703,-0.742490782879,-0.949801505636
71521,1,1,-2.96057379007,0.491404779549,-0.331128294703,-1.87335261469,-3.86313445191
71522,1,0,-2.96057379007,0.491404779549,-0.331128294703,-0.434711848008,-0.808541146766
73567,1,0,0.260801981445,-1.01972004274,-0.331128294703,-1.27586607457,-0.868833418587
75176,1,1,-2.11848316823,0.756131138532,-0.331128294703,-1.87335261469,-3.86313445191
75177,1,0,-2.11848316823,0.756131138532,-0.331128294703,-0.250499459989,-0.847761718465
75658,1,1,-3.74421539305,0.194444444689,-0.331128294703,-1.87335261469,-0.866433302368
75659,1,0,-3.74421539305,0.194444444689,-0.331128294703,0.313222401397,0.104844387298
80566,1,1,-0.955544008927,1.0569183672,-0.331128294703,-1.87335261469,-3.86313445191
80567,1,0,-0.955544008927,1.0569183672,-0.331128294703,-0.060694815024,-0.226710536474
81883,1,1,3.16467992786,1.78375242337,-0.331128294703,-1.87335261469,-3.86313445191
81884,1,0,3.16467992786,1.78375242337,-0.331128294703,-0.580757358228,1.14040608395
83849,1,0,0.901897213577,-1.01972004274,-0.331128294703,-1.87335261469,-0.46028802571
84563,1,1,1.81388409352,1.5861267388,-0.331128294703,-1.87335261469,-3.86313445191
84564,1,0,1.81388409352,1.5861267388,-0.331128294703,-0.122777638897,0.375788640213
85346,1,1,2.70683239221,1.72008308379,-0.331128294703,-1.87335261469,-3.86313445191
85347,1,0,2.70683239221,1.72008308379,-0.331128294703,0.00146366549958,0.919300335319
91321,1,1,3.67445038142,1.85111158135,-0.331128294703,-1.87335261469,-3.86313445191
91322,1,0,3.67445038142,1.85111158135,-0.331128294703,-0.0536371560736,1.55229730751
91717,1,1,-0.231942943476,1.1418505797,-0.331128294703,0.0844535724296,-0.780220158485
93828,1,1,2.43344334516,1.68051309587,-0.331128294703,-1.87335261469,-3.86313445191
93829,1,0,2.43344334516,1.68051309587,-0.331128294703,-1.87335261469,0.597455311267
103013,1,1,-0.109853301466,1.2413075164,-0.331128294703,-1.87335261469,-3.86313445191
103014,1,0,-0.109853301466,1.2413075164,-0.331128294703,0.268106286226,0.0678082926189
103478,1,1,2.80248166866,1.73364660117,-0.331128294703,-1.87335261469,-3.86313445191
103479,1,0,2.80248166866,1.73364660117,-0.331128294703,-1.87335261469,0.884074846508
106023,1,1,2.289853403,1.65923707626,-0.331128294703,-1.87335261469,-3.86313445191
106024,1,0,2.289853403,1.65923707626,-0.331128294703,-0.74369541345,0.718089496682
109182,1,1,2.12060764207,1.63370557719,-0.331128294703,-1.87335261469,-3.86313445191
109183,1,0,2.12060764207,1.63370557719,-0.331128294703,1.0364589396,1.55496790665
111142,1,1,-0.728592478366,1.10884859779,-0.331128294703,-1.87335261469,-3.86313445191
111143,1,0,-0.728592478366,1.10884859779,-0.331128294703,-1.87335261469,-1.48501140086
116581,1,1,1.3059752895,1.50335524047,-0.331128294703,-1.87335261469,-1.45561605796
116582,1,0,1.3059752895,1.50335524047,-0.331128294703,-0.0698581919305,0.265430361109
119304,1,1,-4.26713229375,-0.0411145524956,-0.331128294703,-1.87335261469,-3.86313445191
119305,1,0,-4.26713229375,-0.0411145524956,-0.331128294703,1.24659663634,1.29576277943
119621,1,1,-0.197821451551,1.22323191752,-0.331128294703,-1.87335261469,-3.86313445191
119622,1,0,-0.197821451551,1.22323191752,-0.331128294703,-1.87335261469,-1.16344672122
122987,1,1,0.356790038432,1.33339671071,-0.331128294703,-1.87335261469,-3.86313445191
122988,1,0,0.356790038432,1.33339671071,-0.331128294703,-1.87335261469,-0.929141361814
123656,1,1,0.00620322845235,1.26479647744,-0.331128294703,-1.87335261469,-3.86313445191
